1AD,20170105,0.185,0.185,0.185,0.185,77500,0
1AG,20170105,0.033,0.033,0.033,0.033,2175,0
1AL,20170105,0.955,0.955,0.955,0.955,0,0
1PG,20170105,0.175,0.18,0.175,0.175,171521,0
1ST,20170105,0.066,0.067,0.066,0.067,125000,0
3DP,20170105,0.027,0.027,0.027,0.027,150258,0
3PL,20170105,1.115,1.145,1.115,1.135,6223,0
4CE,20170105,0.03,0.03,0.027,0.028,6347298,0
4DS,20170105,0.026,0.03,0.026,0.026,1278201,0
4WD,20170105,0.95,0.95,0.94,0.95,41591,0
88E,20170105,0.044,0.044,0.043,0.043,3571694,0
88EO,20170105,0.031,0.033,0.031,0.033,239000,0
8CO,20170105,0.105,0.105,0.105,0.105,0,0
8EC,20170105,1.02,1.02,1.02,1.02,0,0
8ECN,20170105,0.00,0.00,0.00,0.00,0,0
8IH,20170105,0.72,0.72,0.72,0.72,10000,0
9SP,20170105,0.155,0.16,0.15,0.15,221221,0
A2M,20170105,2.00,2.01,1.995,1.995,1598052,0
A2MJOM,20170105,1.13,1.13,1.13,1.13,0,0
A2MJOO,20170105,1.55,1.56,1.55,1.56,0,0
A2MKOC,20170105,0.795,0.795,0.795,0.795,0,0
A2MKOD,20170105,0.665,0.67,0.665,0.67,0,0
A2MKOE,20170105,0.93,0.93,0.93,0.93,0,0
A2MKOF,20170105,0.445,0.445,0.39,0.39,0,0
A2MKOP,20170105,0.00,0.00,0.00,0.00,0,0
A2MKOQ,20170105,0.00,0.00,0.00,0.00,0,0
A2MKOR,20170105,0.00,0.00,0.00,0.00,0,0
A2MKOS,20170105,0.00,0.00,0.00,0.00,0,0
A3D,20170105,3.14,3.23,3.10,3.12,24594,0
AAA,20170105,50.09,50.10,50.09,50.10,12166,0
AAC,20170105,1.71,1.74,1.67,1.68,841508,0
AACKOA,20170105,0.405,0.405,0.405,0.405,0,0
AACKOB,20170105,0.00,0.00,0.00,0.00,0,0
AAD,20170105,2.22,2.25,2.215,2.24,1266191,0
AADKOA,20170105,1.085,1.085,1.085,1.085,0,0
AADKOB,20170105,0.64,0.67,0.64,0.67,0,0
AADKOC,20170105,0.37,0.37,0.37,0.37,0,0
AADKOD,20170105,0.00,0.00,0.00,0.00,0,0
AADKOP,20170105,0.425,0.425,0.425,0.425,0,0
AADKOR,20170105,0.64,0.64,0.64,0.64,0,0
AAJ,20170105,0.01,0.01,0.01,0.01,17150,0
AAK,20170105,0.004,0.004,0.004,0.004,0,0
AAL,20170105,0.005,0.005,0.005,0.005,0,0
AAP,20170105,0.031,0.031,0.031,0.031,399333,0
AAR,20170105,0.015,0.015,0.015,0.015,0,0
AAU,20170105,0.016,0.016,0.016,0.016,0,0
AB1,20170105,0.068,0.068,0.068,0.068,175000,0
ABA,20170105,5.17,5.17,5.15,5.17,966,0
ABC,20170105,5.37,5.44,5.37,5.40,639316,0
ABCKOA,20170105,0.98,0.98,0.98,0.98,0,0
ABCKOE,20170105,0.75,0.75,0.75,0.75,0,0
ABCKOP,20170105,1.51,1.51,1.51,1.51,0,0
ABCKOQ,20170105,1.31,1.31,1.31,1.31,0,0
ABL,20170105,0.007,0.007,0.007,0.007,10000,0
ABP,20170105,3.03,3.06,3.005,3.02,959547,0
ABT,20170105,0.75,0.75,0.75,0.75,1600,0
ABU,20170105,0.105,0.105,0.105,0.105,155180,0
ABV,20170105,0.007,0.007,0.007,0.007,6077506,0
ABW,20170105,0.80,0.80,0.80,0.80,0,0
ABX,20170105,0.18,0.18,0.18,0.18,5000,0
ACA01,20170105,0.00,0.00,0.00,0.00,0,0
ACA02,20170105,0.00,0.00,0.00,0.00,0,0
ACA03,20170105,0.00,0.00,0.00,0.00,0,0
ACA04,20170105,0.00,0.00,0.00,0.00,0,0
ACA05,20170105,0.00,0.00,0.00,0.00,0,0
ACB,20170105,0.08,0.08,0.08,0.08,20000,0
ACC01,20170105,0.00,0.00,0.00,0.00,0,0
ACG,20170105,0.068,0.068,0.067,0.067,240000,0
ACK,20170105,0.55,0.55,0.55,0.55,200000,0
ACL,20170105,0.01,0.01,0.009,0.009,350902,0
ACO,20170105,3.43,3.43,3.43,3.43,0,0
ACP,20170105,0.025,0.025,0.025,0.025,0,0
ACQ,20170105,1.07,1.07,1.07,1.07,22848,0
ACR,20170105,0.315,0.32,0.31,0.315,197488,0
ACS,20170105,0.075,0.075,0.075,0.075,0,0
ACU,20170105,0.029,0.029,0.029,0.029,175536,0
ACW,20170105,0.07,0.07,0.067,0.067,589340,0
ACX,20170105,5.35,5.65,5.32,5.53,802989,0
ACXKOE,20170105,0.805,0.815,0.805,0.815,0,0
ACXKOF,20170105,1.41,1.41,1.31,1.35,0,0
ACXKOG,20170105,2.26,2.27,2.26,2.27,0,0
ACXKOP,20170105,1.08,1.08,1.08,1.08,0,0
ACXKOQ,20170105,1.91,1.91,1.91,1.91,0,0
ACXKOR,20170105,2.22,2.22,2.19,2.19,0,0
ACY01,20170105,0.00,0.00,0.00,0.00,0,0
ACY02,20170105,0.00,0.00,0.00,0.00,0,0
AD1,20170105,0.35,0.35,0.35,0.35,0,0
ADA,20170105,2.34,2.47,2.34,2.40,134653,0
ADD,20170105,0.011,0.011,0.011,0.011,0,0
ADH,20170105,1.575,1.575,1.54,1.55,595421,0
ADJ,20170105,0.097,0.099,0.096,0.099,152657,0
ADN,20170105,0.013,0.013,0.013,0.013,0,0
ADO,20170105,0.045,0.051,0.042,0.051,1663982,0
ADQ,20170105,0.00,0.00,0.00,0.00,0,0
ADR,20170105,0.24,0.245,0.23,0.24,182884,0
ADV,20170105,0.031,0.031,0.03,0.03,2925837,0
ADX,20170105,0.008,0.008,0.008,0.008,0,0
ADY,20170105,0.011,0.011,0.011,0.011,7500,0
AEB,20170105,0.05,0.05,0.05,0.05,0,0
AEE,20170105,0.026,0.027,0.026,0.027,509857,0
AEEOA,20170105,0.004,0.004,0.004,0.004,0,0
AEF,20170105,88.00,89.60,88.00,89.50,655,0
AEG,20170105,1.015,1.015,1.00,1.00,115780,0
AEGO,20170105,0.021,0.022,0.02,0.02,91615,0
AEI,20170105,0.37,0.37,0.37,0.37,0,0
AER,20170105,0.08,0.08,0.08,0.08,0,0
AET01,20170105,0.00,0.00,0.00,0.00,0,0
AET02,20170105,0.00,0.00,0.00,0.00,0,0
AET03,20170105,0.00,0.00,0.00,0.00,0,0
AET04,20170105,0.00,0.00,0.00,0.00,0,0
AET05,20170105,0.00,0.00,0.00,0.00,0,0
AET06,20170105,0.00,0.00,0.00,0.00,0,0
AET07,20170105,0.00,0.00,0.00,0.00,0,0
AEV,20170105,0.12,0.12,0.115,0.115,197272,0
AFA,20170105,0.20,0.20,0.20,0.20,0,0
AFG,20170105,1.18,1.19,1.18,1.19,847355,0
