1AD,20171207,0.23,0.23,0.23,0.23,0,0
1AG,20171207,0.03,0.03,0.03,0.03,215444,0
1AL,20171207,0.96,0.96,0.96,0.96,0,0
1PG,20171207,0.165,0.165,0.165,0.165,0,0
1ST,20171207,0.053,0.053,0.053,0.053,0,0
3DP,20171207,0.094,0.105,0.093,0.10,5618795,0
3PL,20171207,1.255,1.27,1.255,1.27,80961,0
4CE,20171207,0.085,0.086,0.069,0.071,38460211,0
4DS,20171207,0.047,0.047,0.042,0.043,8904515,0
4WD,20171207,0.345,0.345,0.34,0.34,335271,0
5GN,20171207,0.43,0.45,0.39,0.40,324123,0
88E,20171207,0.02,0.021,0.019,0.02,4625852,0
88EO,20171207,0.004,0.004,0.004,0.004,1300000,0
8CO,20171207,0.032,0.032,0.032,0.032,0,0
8EC,20171207,0.99,1.00,0.99,1.00,65337,0
8IH,20171207,0.29,0.29,0.29,0.29,0,0
9SP,20171207,0.094,0.105,0.089,0.09,13654113,0
A1C,20171207,0.23,0.23,0.22,0.225,92500,0
A2M,20171207,7.32,7.33,7.11,7.14,5043394,0
A2MJOM,20171207,6.49,6.49,6.49,6.49,0,0
A2MJOO,20171207,1.55,1.56,1.55,1.56,0,0
A2MKOA,20171207,4.70,4.70,4.70,4.70,0,0
A2MKOC,20171207,5.40,5.40,5.40,5.40,0,0
A2MKOD,20171207,2.05,2.05,2.05,2.05,0,0
A2MKOE,20171207,0.93,0.93,0.93,0.93,0,0
A2MKOF,20171207,4.99,4.99,4.99,4.99,0,0
A2MKOG,20171207,2.07,2.07,2.07,2.07,0,0
A2MKOH,20171207,2.30,2.30,2.30,2.30,0,0
A2MKOI,20171207,0.00,0.00,0.00,0.00,0,0
A2MKOP,20171207,1.40,1.40,1.40,1.40,0,0
A2MKOR,20171207,2.86,2.86,2.79,2.79,0,0
A2MKOS,20171207,2.52,2.61,2.52,2.61,0,0
A2MKOT,20171207,0.00,0.00,0.00,0.00,0,0
A3D,20171207,1.05,1.06,0.975,1.01,237715,0
AAA,20171207,50.09,50.10,50.09,50.10,18295,0
AAC,20171207,1.305,1.315,1.287,1.30,1020931,0
AACKOB,20171207,0.27,0.27,0.27,0.27,0,0
