1AD,20170620,0.245,0.245,0.245,0.245,0,0
1AG,20170620,0.027,0.027,0.027,0.027,148549,0
1AL,20170620,0.91,0.91,0.91,0.91,5000,0
1PG,20170620,0.165,0.165,0.165,0.165,0,0
1ST,20170620,0.03,0.03,0.027,0.027,200000,0
3DP,20170620,0.024,0.024,0.024,0.024,243368,0
3PL,20170620,1.02,1.025,1.01,1.015,8459,0
4CE,20170620,0.016,0.017,0.016,0.017,153950,0
4DS,20170620,0.041,0.041,0.037,0.037,13348311,0
4WD,20170620,0.365,0.365,0.365,0.365,0,0
88E,20170620,0.066,0.067,0.065,0.066,14902671,0
88EO,20170620,0.045,0.045,0.044,0.045,3554163,0
8CO,20170620,0.036,0.036,0.036,0.036,0,0
8EC,20170620,0.91,0.91,0.88,0.88,28001,0
8IH,20170620,0.48,0.48,0.48,0.48,0,0
9SP,20170620,0.135,0.135,0.135,0.135,161799,0
A2M,20170620,3.93,3.93,3.80,3.88,5822290,0
A2MJOM,20170620,2.95,2.95,2.95,2.95,920,0
A2MJOO,20170620,1.55,1.56,1.55,1.56,0,0
A2MKOC,20170620,1.34,1.34,1.33,1.33,0,0
A2MKOD,20170620,2.05,2.05,2.05,2.05,0,0
A2MKOE,20170620,0.93,0.93,0.93,0.93,0,0
A2MKOF,20170620,1.04,1.175,1.04,1.175,0,0
A2MKOP,20170620,0.00,0.00,0.00,0.00,0,0
A2MKOQ,20170620,0.00,0.00,0.00,0.00,0,0
A2MKOR,20170620,0.00,0.00,0.00,0.00,0,0
A2MKOS,20170620,0.00,0.00,0.00,0.00,0,0
A3D,20170620,1.07,1.08,1.01,1.04,231467,0
AAA,20170620,50.12,50.14,50.12,50.13,99715,0
AAC,20170620,1.965,1.98,1.935,1.94,1090930,0
AACKOB,20170620,0.435,0.435,0.435,0.435,0,0
AACKOD,20170620,0.61,0.61,0.61,0.61,0,0
AAD,20170620,2.15,2.18,2.13,2.13,1209678,0
AADKOA,20170620,0.965,0.965,0.965,0.965,0,0
AADKOC,20170620,0.435,0.435,0.435,0.435,0,0
AADKOD,20170620,0.66,0.66,0.66,0.66,0,0
AADKOE,20170620,0.00,0.00,0.00,0.00,0,0
AADKOF,20170620,0.00,0.00,0.00,0.00,0,0
AADKOP,20170620,1.53,1.53,1.53,1.53,0,0
AADKOR,20170620,0.74,0.74,0.74,0.74,0,0
AAJ,20170620,0.009,0.009,0.009,0.009,101000,0
AAL,20170620,0.005,0.005,0.005,0.005,0,0
AAP,20170620,0.043,0.043,0.043,0.043,0,0
AAR,20170620,0.045,0.046,0.045,0.046,875173,0
AAU,20170620,0.012,0.012,0.012,0.012,129199,0
AB1,20170620,0.026,0.026,0.025,0.026,112856,0
ABA,20170620,5.10,5.12,5.08,5.09,19410,0
ABC,20170620,5.65,5.68,5.63,5.64,2317118,0
ABCKOA,20170620,0.865,0.865,0.865,0.865,0,0
ABCKOE,20170620,0.76,0.76,0.76,0.76,0,0
ABCKOP,20170620,1.205,1.205,1.205,1.205,0,0
ABCKOQ,20170620,1.125,1.125,1.125,1.125,0,0
ABL,20170620,0.007,0.007,0.007,0.007,0,0
ABP,20170620,3.44,3.47,3.39,3.40,800304,0
ABT,20170620,0.49,0.50,0.47,0.50,200228,0
ABU,20170620,0.098,0.098,0.096,0.096,134667,0
ABV,20170620,0.006,0.006,0.006,0.006,1600000,0
ABW,20170620,0.48,0.48,0.48,0.48,0,0
ABX,20170620,0.135,0.165,0.135,0.16,1633713,0
AC8,20170620,0.405,0.41,0.38,0.38,1313168,0
ACA01,20170620,0.00,0.00,0.00,0.00,0,0
ACA02,20170620,0.00,0.00,0.00,0.00,0,0
ACA03,20170620,0.00,0.00,0.00,0.00,0,0
ACA04,20170620,0.00,0.00,0.00,0.00,0,0
ACA05,20170620,0.00,0.00,0.00,0.00,0,0
ACB,20170620,0.05,0.05,0.05,0.05,47247,0
ACC01,20170620,0.00,0.00,0.00,0.00,0,0
ACG,20170620,0.038,0.042,0.037,0.042,451425,0
ACK,20170620,0.66,0.66,0.66,0.66,0,0
ACL,20170620,0.008,0.008,0.008,0.008,131388,0
ACO,20170620,3.43,3.43,3.43,3.43,0,0
ACP,20170620,0.02,0.02,0.02,0.02,0,0
