360,20190510,5.31,5.55,5.25,5.31,2026125
360,20190513,5.35,5.35,4.98,5.1,560847
360,20190514,5.06,5.06,4.9,5,570831
360,20190515,5,5,4.9,4.96,606195
360,20190516,4.96,4.96,4.7,4.78,161893
360,20190517,4.79,4.79,4.3,4.6,360450
360,20190520,4.7,4.7,4.51,4.6,83597
360,20190521,4.55,4.55,4.05,4.19,573661
360,20190522,4.19,4.32,4.1,4.25,83130
360,20190523,4.35,4.45,4.25,4.3,36698
360,20190524,4.3,4.3,4.25,4.26,55733
360,20190527,4.3,4.3,4.21,4.25,28583
360,20190528,4.24,4.24,4.02,4.03,325831
360,20190529,4.03,4.05,3.91,3.99,115386
360,20190530,3.95,4,3.91,3.95,68729
360,20190531,3.95,4,3.88,3.95,65627
360,20190603,4,4,3.88,3.88,12822
360,20190604,3.75,3.84,3.71,3.75,1063173
360,20190605,3.71,3.84,3.5,3.65,30260
360,20190606,3.7,3.85,3.7,3.7,19439
360,20190607,3.85,3.88,3.7,3.88,26822
360,20190611,3.9,3.9,3.7,3.84,19675
360,20190612,3.84,4.05,3.83,4.04,28644
360,20190613,4.04,4.04,3.95,3.96,8289
360,20190614,3.96,4,3.85,3.85,129959
360,20190617,3.85,3.85,3.6,3.76,32784
360,20190618,3.79,3.8,3.72,3.77,30464
360,20190619,3.7,3.77,3.65,3.7,44120
360,20190620,3.7,3.8,3.65,3.8,133328
360,20190621,3.8,3.8,3.8,3.8,0
360,20190624,3.81,3.81,3.71,3.8,10892
360,20190625,3.8,4.01,3.73,3.88,31402
360,20190626,3.9,4,3.81,3.95,88344
360,20190627,3.85,4,3.8,4,6573
360,20190628,4,4.02,3.88,3.89,11379
360,20190701,3.88,4.01,3.76,4.01,3248
360,20190702,3.93,4.01,3.93,4.01,146
360,20190703,3.9,4.01,3.8,4.01,801443
360,20190704,3.94,4.01,3.8,3.98,13845
360,20190705,3.98,3.99,3.9,3.99,5136
360,20190708,3.97,3.97,3.75,3.9,10655
360,20190709,3.93,3.93,3.8,3.91,53061
360,20190710,3.91,3.91,3.8,3.91,10250
360,20190711,3.9,3.9,3.71,3.8,38870
360,20190712,0,0,0,3.8,207325
360,20190715,3.78,3.78,3.78,3.78,10000
360,20190716,3.7,3.86,3.7,3.72,13102
360,20190717,3.71,3.71,3.6,3.65,19357
360,20190718,3.62,3.77,3.6,3.64,63106
360,20190719,3.65,3.69,3.6,3.6,16659
360,20190722,3.6,3.64,3.5,3.52,214408
360,20190723,3.55,3.59,3.5,3.5,108213
360,20190724,3.5,3.59,3.41,3.59,36925
360,20190725,3.62,3.62,3.5,3.55,55295
360,20190726,3.6,3.7,3.45,3.66,2876386
360,20190729,3.73,3.985,3.7,3.94,234175
360,20190730,3.98,4.24,3.97,4.16,399332
360,20190731,4.26,4.34,3.92,4.18,400227
360,20190801,4.16,4.23,3.92,4.19,144283
360,20190802,4.15,4.26,3.92,4,121759
360,20190805,4.1,4.18,3.92,3.92,34917
360,20190806,3.9,3.9,3.7,3.82,45393
360,20190807,3.93,3.97,3.62,3.72,52850
360,20190808,3.87,3.87,3.72,3.73,6366
360,20190809,3.72,3.84,3.72,3.72,141837
360,20190812,3.75,3.77,3.65,3.65,13022
360,20190813,3.69,3.69,3.44,3.51,321981
360,20190814,3.51,3.62,3.45,3.55,1151235
360,20190815,3.45,3.47,3.4,3.41,125590
360,20190816,3.49,3.49,3.31,3.41,98843
360,20190819,3.41,3.42,3.21,3.36,136331
360,20190820,3.21,3.27,3.21,3.25,62020
360,20190821,3.21,3.25,3,3.25,169429
360,20190822,3.2,3.62,3.15,3.36,283718
360,20190823,3.4,3.67,3.4,3.45,257053
360,20190826,3.48,3.48,3.41,3.45,11790
360,20190827,3.45,3.6,3.45,3.51,121446
360,20190828,3.52,3.55,3.5,3.53,89990
360,20190829,3.55,3.58,3.5,3.57,128001
360,20190830,3.57,3.6,3.5,3.5,206299
360,20190902,3.52,3.52,3.45,3.46,25340
360,20190903,3.45,3.45,3.39,3.4,319232
360,20190904,3.4,3.45,3.37,3.41,23100
360,20190905,3.4,3.42,3.38,3.41,42690
360,20190906,3.45,3.49,3.35,3.4,52250
360,20190909,3.45,3.45,3.39,3.39,2974
360,20190910,3.44,3.49,3.4,3.45,17399
360,20190911,3.45,3.47,3.41,3.41,14936
360,20190912,3.44,3.49,3.41,3.45,96957
360,20190913,3.42,3.42,3.25,3.35,87860
360,20190916,3.38,3.4,3.38,3.4,30543
360,20190917,3.4,3.45,3.4,3.4,38612
360,20190918,3.4,3.43,3.33,3.35,70003
360,20190919,3.45,3.6,3.35,3.54,801451
360,20190920,3.65,3.74,3.55,3.57,132354
360,20190923,3.72,3.725,3.57,3.72,30515
360,20190924,3.67,3.67,3.53,3.53,5391
360,20190925,3.54,3.54,3.35,3.4,36455
360,20190926,3.4,3.4,3.4,3.4,0
360,20190927,3.5,3.55,3.5,3.55,23913
360,20190930,3.6,3.65,3.6,3.6,16505
360,20191001,3.6,3.6,3.54,3.54,25156
360,20191002,3.54,3.54,3.54,3.54,1207
360,20191003,3.5,3.65,3.41,3.65,18901
360,20191004,3.64,3.64,3.44,3.49,1787
360,20191007,3.49,3.5,3.49,3.5,4410
360,20191008,3.5,3.51,3.47,3.5,9500
360,20191009,3.5,3.5,3.48,3.48,1515
360,20191010,3.5,3.52,3.5,3.52,2485
360,20191011,3.59,3.62,3.56,3.62,1018165
360,20191014,3.69,3.84,3.69,3.75,184613
360,20191015,3.75,3.86,3.65,3.65,114327
360,20191016,3.75,3.8,3.69,3.69,21202
360,20191017,3.69,3.69,3.65,3.65,17276
360,20191018,3.63,3.63,3.55,3.62,14545
360,20191021,3.61,3.61,3.56,3.61,35711
360,20191022,3.61,3.61,3.55,3.6,16370
360,20191023,3.59,3.61,3.59,3.6,29207
360,20191024,3.6,3.61,3.56,3.56,31962
360,20191025,3.56,3.57,3.51,3.53,240335
360,20191028,3.54,3.56,3.5,3.5,47071
360,20191029,3.65,3.65,3.36,3.5,131722
360,20191030,3.42,3.5,3.41,3.48,26565
360,20191031,3.5,3.51,3.36,3.46,45753
360,20191101,3.5,3.56,3.5,3.5,65216
360,20191104,3.63,3.63,3.58,3.58,20059
360,20191105,3.6,3.6,3.5,3.52,6032
360,20191106,3.5,3.5,3.37,3.4,64666
360,20191107,3.45,3.45,3.35,3.35,34384
360,20191108,3.35,3.35,3.3,3.3,143294
360,20191111,3.28,3.32,3.21,3.3,47004
360,20191112,3.3,3.3,3.28,3.29,77097
360,20191113,3.35,3.35,3.21,3.22,116823
360,20191114,3.26,3.26,3.07,3.1,54575
360,20191115,3.24,3.3,3.24,3.3,11928
360,20191118,3.3,3.3,3.1,3.1,89252
360,20191119,3.2,3.21,3.05,3.05,386279
360,20191120,3.07,3.07,3,3,50072
360,20191121,3,3,2.95,2.97,29166
360,20191122,2.98,3,2.97,2.99,107953
360,20191125,2.95,3,2.92,3,26657
360,20191126,3,3,2.98,2.98,35267
360,20191127,2.96,3.03,2.96,3.03,48764
360,20191128,3.03,3.2,3.03,3.1,31153
360,20191129,3.11,3.2,3.105,3.16,43837
360,20191202,3.13,3.13,3.08,3.1,42960
360,20191203,3.06,3.09,3.01,3.08,38075
360,20191204,3.01,3.01,2.97,2.98,66468
360,20191205,3,3.07,2.95,2.95,76555
360,20191206,2.99,2.99,2.85,2.87,229478
360,20191209,2.82,2.9,2.82,2.85,59567
360,20191210,2.85,2.855,2.77,2.8,388450
360,20191211,2.78,3,2.77,3,1182681
360,20191212,2.9,3.08,2.78,2.8,16583
360,20191213,2.8,2.9,2.8,2.87,8207
360,20191216,2.83,2.84,2.81,2.83,9961
360,20191217,2.81,3,2.81,3,142904
360,20191218,3.12,3.14,3.04,3.05,2821252
360,20191219,3.02,3.02,2.99,3,206247
360,20191220,3,3,2.95,3,151001
360,20191223,2.96,2.96,2.93,2.93,66003
360,20191224,2.95,2.95,2.95,2.95,454
360,20191227,2.95,2.95,2.95,2.95,800
360,20191230,2.95,3.2,2.95,3.2,19656
360,20191231,3.14,3.15,3.11,3.15,35245
360,20200102,3.16,3.19,3.15,3.19,9383
360,20200103,3.17,3.18,3.05,3.18,27685
360,20200106,3.04,3.16,3,3,83045
360,20200107,3,3.16,3,3.04,8483
360,20200108,3.01,3.18,3.01,3.15,26279
360,20200109,3.15,3.18,3.06,3.18,4537
360,20200113,3.4,3.4,3.245,3.29,99511
360,20200114,3.29,3.4,3.2,3.25,100563
360,20200115,3.35,3.35,3.25,3.25,25793
360,20200116,3.2,3.27,3.2,3.22,21648
360,20200117,3.25,3.25,3.14,3.25,54908
360,20200120,3.25,3.25,2.92,2.92,103805
360,20200121,2.94,3.14,2.94,3.1,77444
360,20200122,3.08,3.19,3.01,3.15,25716
360,20200123,3.15,3.17,3.01,3.09,49422
360,20200124,3.09,3.16,3,3.07,73877
360,20200128,3.06,3.1,2.99,3.01,29353
360,20200129,3.05,3.35,3.05,3.3,267251
360,20200130,3.3,3.4,3.3,3.32,507110
360,20200203,3.28,3.28,3.15,3.17,96249
360,20200204,3.18,3.33,3.17,3.28,105434
360,20200205,3.31,3.38,3.31,3.37,121269
360,20200210,3.33,3.34,3.25,3.3,87198
360,20200211,3.3,3.34,3.3,3.3,46634
360,20200212,3.28,3.35,3.255,3.29,56767
360,20200213,3.29,3.32,3.27,3.295,51140
360,20200214,3.285,3.34,3.285,3.3,316883
360,20200217,3.33,3.34,3.25,3.26,66797
360,20200218,3.3,3.3,3.24,3.25,94821
360,20200219,3.27,3.28,3.2,3.24,28681
360,20200220,3.26,3.26,3.1,3.1,131180
360,20200221,3.24,3.24,3.06,3.1,189798
360,20200224,3.08,3.09,2.97,3,104497
360,20200225,2.9,2.95,2.88,2.93,163526
360,20200226,2.88,2.93,2.8,2.88,60435
360,20200227,2.8,2.83,2.65,2.78,215670
360,20200228,2.8,2.8,2.5,2.7,234618
360,20200302,2.69,2.78,2.5,2.7,205773
360,20200303,2.8,2.9,2.79,2.79,129956
360,20200304,2.79,2.8,2.66,2.7,106955
360,20200305,2.78,2.78,2.72,2.75,103383
360,20200306,2.78,2.78,2.61,2.65,168617
360,20200309,2.7,2.7,2.46,2.52,976109
360,20200310,2.5,2.5,2.29,2.4,413918
360,20200311,2.45,2.48,2.31,2.35,587548
360,20200312,2.4,2.45,2.3,2.3,177306
360,20200313,2.15,2.3,1.91,2.3,167397
360,20200316,2.3,2.3,2,2,261249
360,20200317,1.96,2,1.955,1.97,102424
360,20200318,1.96,1.99,1.96,1.96,41235
360,20200319,1.67,1.707,1.61,1.7,387050
360,20200320,1.605,1.875,1.6,1.86,8960
360,20200323,1.675,1.675,1.51,1.6,141442
360,20200324,1.59,1.705,1.59,1.65,190978
360,20200325,1.7,1.75,1.67,1.67,112910
360,20200326,1.675,1.785,1.65,1.7,221066
360,20200327,1.685,2,1.64,1.8,205295
360,20200330,1.81,1.91,1.81,1.91,24496
360,20200331,1.98,2.3,1.92,2,179774
360,20200401,2,2,1.925,2,18808
360,20200402,1.935,2.03,1.93,1.975,35806
360,20200403,1.98,2.18,1.98,2.1,121442
360,20200406,2.18,2.25,2.15,2.22,15377
360,20200407,2.3,2.44,2.18,2.25,38493
360,20200408,2.25,2.35,2.25,2.35,5398
360,20200409,2.5,2.5,2.39,2.4,24964
360,20200414,2.45,2.45,2.25,2.39,25565
360,20200415,2.44,2.55,2.21,2.4,269014
360,20200416,2.23,2.23,2.05,2.05,171970
360,20200417,2.15,2.17,1.9,1.9,53071
360,20200420,1.91,1.95,1.86,1.86,21056
360,20200421,1.87,1.9,1.82,1.82,194065
360,20200422,1.825,2.04,1.81,1.86,106816
360,20200423,1.87,2,1.8,1.8,51177
360,20200424,1.8,1.805,1.75,1.755,164953
360,20200427,1.775,1.885,1.775,1.81,72064
360,20200428,1.81,1.85,1.8,1.85,29910
360,20200429,1.81,1.9,1.805,1.9,170338
360,20200430,1.96,2.08,1.95,2,154351
360,20200501,1.95,1.97,1.845,1.94,68345
360,20200504,2.01,2.01,1.975,1.99,51325
360,20200505,1.965,1.97,1.95,1.97,43168
360,20200506,1.99,1.99,1.895,1.895,40892
360,20200507,1.99,2.03,1.9,2.03,2638045
360,20200508,2.03,2.03,1.95,2,63482
360,20200511,1.985,2.05,1.985,2,96731
360,20200512,2.01,2.01,1.98,1.985,43967
360,20200513,1.95,1.95,1.855,1.9,34300
360,20200514,1.9,1.96,1.895,1.95,28162
360,20200515,1.935,1.935,1.83,1.935,72252
360,20200518,2,2,1.835,1.87,14744
360,20200519,1.87,1.94,1.87,1.89,24871
360,20200520,1.89,1.975,1.82,1.825,40945
360,20200521,1.88,1.98,1.88,1.95,22848
360,20200522,1.945,2.01,1.93,1.95,368526
360,20200525,2,2.04,1.94,2.04,60732
360,20200526,2.02,2.18,2.02,2.1,247277
360,20200527,2.08,2.085,1.985,2.03,61702
360,20200528,2.03,2.03,1.995,2,28462
360,20200529,2,2.08,2,2.01,53556
360,20200601,2.03,2.1,2.03,2.1,50434
360,20200602,2.04,2.15,2.02,2.02,291517
360,20200603,2.03,2.06,1.96,1.98,62323
360,20200604,1.99,2.07,1.935,1.975,52173
360,20200605,1.98,1.985,1.95,1.95,50696
360,20200609,2.04,2.04,1.95,1.98,449759
360,20200610,2.02,2.05,1.97,2.01,696690
360,20200611,1.99,2.03,1.85,1.93,347935
360,20200612,1.89,1.89,1.675,1.85,213351
360,20200615,1.81,1.865,1.75,1.825,163188
360,20200616,1.825,2,1.8,1.96,41358
360,20200617,1.96,1.96,1.89,1.905,45691
360,20200618,1.89,1.9,1.88,1.885,12358
360,20200619,1.885,1.95,1.885,1.9,22310
360,20200622,1.98,2.1,1.96,1.98,240647
360,20200623,2.02,2.06,1.98,1.995,65948
360,20200624,1.99,2.01,1.95,1.95,48231
360,20200625,1.9,1.9,1.81,1.85,673504
360,20200626,1.9,1.985,1.89,1.95,198354
360,20200629,1.935,1.975,1.93,1.96,56974
360,20200630,2,2.15,2,2.04,263705
360,20200701,2.14,2.2,2.06,2.18,100839
360,20200702,2.22,2.53,2.22,2.5,145713
360,20200703,2.5,2.7,2.45,2.7,272649
360,20200706,2.67,2.89,2.67,2.74,175757
360,20200707,2.8,2.87,2.59,2.62,52812
360,20200708,2.6,2.62,2.5,2.56,40048
360,20200709,2.58,2.76,2.56,2.72,25055
360,20200710,2.79,2.79,2.64,2.64,46112
360,20200713,2.68,2.75,2.62,2.68,82754
360,20200714,2.65,2.71,2.57,2.6,84831
360,20200715,2.65,2.88,2.64,2.88,84188
