14D,20220421,0.08,0.084,0.08,0.082,275437,0
1AD,20220421,0.071,0.072,0.07,0.07,173103,0
1AG,20220421,0.024,0.024,0.023,0.023,100000,0
1MC,20220421,0.034,0.034,0.033,0.033,12819354,0
1ST,20220421,0.011,0.011,0.01,0.01,75124,0
1VG,20220421,0.17,0.17,0.17,0.17,32421,0
29M,20220421,3.12,3.30,3.12,3.25,2300719,0
2BE,20220421,0.049,0.049,0.049,0.049,0,0
2BEO,20220421,0.002,0.002,0.002,0.002,0,0
360,20220421,5.44,5.60,5.43,5.50,585304,0
3DA,20220421,0.285,0.30,0.285,0.30,253295,0
3DP,20220421,0.26,0.265,0.255,0.26,239143,0
3MF,20220421,0.032,0.032,0.031,0.032,143437,0
3PL,20220421,1.53,1.53,1.53,1.53,1,0
4DS,20220421,0.10,0.105,0.098,0.099,11985636,0
4DX,20220421,0.76,0.765,0.727,0.745,150999,0
5EA,20220421,3.51,3.65,3.51,3.62,2654994,0
5GG,20220421,0.37,0.37,0.36,0.365,265778,0
88E,20220421,0.015,0.016,0.015,0.016,53208505,0
8CO,20220421,0.135,0.135,0.135,0.135,42055,0
8IH,20220421,0.13,0.13,0.105,0.13,60656,0
8VI,20220421,2.32,2.32,2.315,2.315,58,0
92E,20220421,0.87,0.905,0.82,0.90,701035,0
99L,20220421,0.023,0.023,0.023,0.023,50000,0
9SP,20220421,0.004,0.005,0.004,0.004,5609890,0
A1G,20220421,0.165,0.19,0.165,0.19,538159,0
A1M,20220421,0.665,0.675,0.64,0.64,103538,0
A200,20220421,129.53,129.80,128.87,128.92,21239,0
A2B,20220421,1.37,1.37,1.34,1.34,6016,0
A2M,20220421,4.61,4.76,4.59,4.72,4277081,0
A2MJOA,20220421,1.235,1.235,1.17,1.17,0,0
A2MJOB,20220421,2.41,2.41,2.41,2.41,0,0
A2MJOC,20220421,2.82,2.82,2.82,2.82,0,0
A2MKCA,20220421,0.00,0.00,0.00,0.00,0,0
A2MKCB,20220421,0.00,0.00,0.00,0.00,0,0
A2MKCD,20220421,0.00,0.00,0.00,0.00,0,0
A2MKCF,20220421,0.00,0.00,0.00,0.00,0,0
A2MKCP,20220421,0.00,0.00,0.00,0.00,0,0
A2MKCQ,20220421,0.00,0.00,0.00,0.00,0,0
A2MKOB,20220421,0.00,0.00,0.00,0.00,0,0
A2MKOE,20220421,1.13,1.13,1.13,1.13,0,0
A2MKOF,20220421,2.02,2.02,2.02,2.02,0,0
A2MKOP,20220421,4.25,4.25,4.25,4.25,0,0
A2MKOQ,20220421,5.44,5.44,5.44,5.44,0,0
A2MKOS,20220421,5.76,5.76,5.76,5.76,0,0
A2MKOV,20220421,5.51,5.56,5.51,5.56,0,0
A3D,20220421,0.063,0.063,0.063,0.063,53858,0
A4N,20220421,0.67,0.68,0.66,0.67,1054034,0
A8G,20220421,0.515,0.515,0.49,0.505,66693,0
AAA,20220421,50.08,50.08,50.07,50.07,54411,0
AAC,20220421,1.695,1.745,1.68,1.74,917380,0
AAJ,20220421,0.185,0.185,0.185,0.185,0,0
AAP,20220421,0.022,0.022,0.022,0.022,0,0
AAR,20220421,0.099,0.10,0.099,0.10,480333,0
AASF,20220421,3.61,3.62,3.57,3.57,114648,0
AAU,20220421,0.068,0.07,0.067,0.067,1974954,0
AAUOB,20220421,0.017,0.018,0.016,0.016,427364,0
ABA,20220421,7.13,7.13,7.05,7.13,9681,0
ABB,20220421,5.96,5.97,5.83,5.91,874082,0
ABC,20220421,2.96,2.99,2.95,2.98,901943,0
ABCKCA,20220421,0.00,0.00,0.00,0.00,0,0
ABCKCB,20220421,0.00,0.00,0.00,0.00,0,0
ABCKCQ,20220421,0.00,0.00,0.00,0.00,0,0
ABCKCR,20220421,0.00,0.00,0.00,0.00,0,0
ABCKOA,20220421,1.59,1.59,1.59,1.59,0,0
ABCKOB,20220421,0.905,0.905,0.905,0.905,0,0
ABCKOQ,20220421,1.485,1.485,1.485,1.485,0,0
