1AD,20180511,0.31,0.31,0.31,0.31,49000,0
1AG,20180511,0.043,0.043,0.043,0.043,42450,0
1AL,20180511,0.95,0.95,0.95,0.95,0,0
1PG,20180511,0.165,0.165,0.165,0.165,0,0
1ST,20180511,0.04,0.04,0.04,0.04,0,0
3DP,20180511,0.068,0.068,0.063,0.064,383027,0
3PL,20180511,1.47,1.47,1.44,1.44,1242,0
4CE,20180511,0.072,0.072,0.067,0.067,971026,0
4DS,20180511,0.06,0.066,0.06,0.063,4630943,0
5GN,20180511,0.545,0.545,0.545,0.545,13111,0
88E,20180511,0.04,0.041,0.039,0.04,36963652,0
8CO,20180511,0.058,0.058,0.058,0.058,0,0
8EC,20180511,0.905,0.91,0.905,0.91,17500,0
8IH,20180511,0.115,0.115,0.115,0.115,0,0
9SP,20180511,0.041,0.043,0.041,0.043,100000,0
A1C,20180511,0.195,0.195,0.195,0.195,0,0
A200,20180511,101.13,101.27,100.91,100.91,6466,0
A2M,20180511,11.98,12.04,11.88,11.94,1733584,0
A2MJOA,20180511,4.50,4.50,4.50,4.50,0,0
A2MJOM,20180511,6.49,6.49,6.49,6.49,0,0
A2MJOO,20180511,4.11,4.11,4.11,4.11,0,0
A2MKOA,20180511,3.76,3.79,3.76,3.79,4000,0
A2MKOB,20180511,4.60,4.60,4.60,4.60,0,0
A2MKOC,20180511,9.28,9.28,9.28,9.28,0,0
A2MKOD,20180511,10.37,10.37,10.27,10.27,0,0
A2MKOE,20180511,0.93,0.93,0.93,0.93,0,0
A2MKOF,20180511,2.17,2.31,2.17,2.31,0,0
A2MKOG,20180511,6.86,6.86,6.86,6.86,0,0
A2MKOH,20180511,5.90,5.90,5.90,5.90,0,0
A2MKOI,20180511,6.25,6.25,6.25,6.25,0,0
A2MKOP,20180511,4.38,4.38,4.38,4.38,10000,0
A2MKOQ,20180511,0.00,0.00,0.00,0.00,0,0
A2MKOR,20180511,3.62,3.62,3.62,3.62,0,0
A2MKOS,20180511,5.47,5.47,5.47,5.47,0,0
A3D,20180511,0.545,0.56,0.54,0.545,43222,0
A3DO,20180511,0.09,0.09,0.09,0.09,108,0
AAA,20180511,50.10,50.11,50.10,50.11,107862,0
