14D,20201125,0.18,0.18,0.18,0.18,202490,0
1AD,20201125,0.115,0.12,0.115,0.115,413927,0
1ADO,20201125,0.04,0.04,0.04,0.04,0,0
1AG,20201125,0.048,0.048,0.048,0.048,0,0
1ST,20201125,0.041,0.041,0.04,0.041,561955,0
2BE,20201125,0.084,0.12,0.084,0.094,6682805,0
2BEO,20201125,0.03,0.03,0.03,0.03,222222,0
360,20201125,4.00,4.10,3.87,4.05,6476606,0
3DA,20201125,0.65,0.695,0.64,0.68,435182,0
3DP,20201125,0.51,0.55,0.505,0.535,5631903,0
3PL,20201125,1.38,1.385,1.38,1.38,84941,0
4CE,20201125,0.016,0.016,0.015,0.016,11946252,0
4DS,20201125,0.155,0.16,0.135,0.145,15333193,0
4DX,20201125,2.38,2.41,2.22,2.23,498913,0
5GN,20201125,1.57,1.61,1.55,1.56,800978,0
88E,20201125,0.008,0.008,0.007,0.007,29393595,0
8CO,20201125,0.16,0.16,0.15,0.15,848662,0
8ECDA,20201125,0.00,0.00,0.00,0.00,0,0
8IH,20201125,0.20,0.22,0.195,0.195,56274,0
8VI,20201125,1.78,1.78,1.65,1.72,9594,0
9SP,20201125,0.028,0.028,0.027,0.027,1180017,0
A1G,20201125,0.15,0.15,0.15,0.15,0,0
A1M,20201125,0.395,0.395,0.36,0.36,68527,0
A200,20201125,112.52,112.79,112.35,112.40,98773,0
A2B,20201125,1.415,1.435,1.39,1.425,95581,0
A2BJOA,20201125,0.645,0.655,0.645,0.655,0,0
A2M,20201125,13.81,13.84,13.68,13.75,2859910,0
A2MJOC,20201125,4.42,4.42,4.42,4.42,2000,0
A2MJOD,20201125,7.20,7.20,7.20,7.20,700,0
A2MJOJ,20201125,6.51,6.51,6.51,6.51,0,0
A2MJOM,20201125,4.15,4.15,3.93,3.93,0,0
A2MKCA,20201125,0.00,0.00,0.00,0.00,0,0
A2MKCB,20201125,0.00,0.00,0.00,0.00,0,0
A2MKCC,20201125,0.00,0.00,0.00,0.00,0,0
A2MKCD,20201125,0.00,0.00,0.00,0.00,0,0
A2MKCF,20201125,0.00,0.00,0.00,0.00,0,0
A2MKCP,20201125,0.00,0.00,0.00,0.00,0,0
A2MKCQ,20201125,0.00,0.00,0.00,0.00,0,0
A2MKOA,20201125,3.65,3.65,3.65,3.65,0,0
A2MKOC,20201125,5.52,5.52,5.52,5.52,0,0
A2MKOG,20201125,7.46,7.46,7.46,7.46,0,0
A2MKOH,20201125,6.66,6.67,6.66,6.67,2500,0
A2MKOP,20201125,6.43,6.77,6.43,6.77,0,0
A2MKOQ,20201125,9.58,9.58,9.58,9.58,0,0
A2MKOS,20201125,11.28,11.28,11.28,11.28,0,0
A2MKOV,20201125,11.91,12.07,11.91,12.07,0,0
A3D,20201125,0.081,0.083,0.077,0.083,398824,0
A4N,20201125,0.34,0.345,0.315,0.315,1773493,0
AAA,20201125,50.09,50.09,50.08,50.085,1645714,0
AAC,20201125,1.195,1.20,1.16,1.16,483140,0
AAJ,20201125,0.006,0.006,0.006,0.006,471338,0
AAP,20201125,0.026,0.026,0.026,0.026,0,0
AAR,20201125,0.145,0.145,0.135,0.135,734475,0
AASF,20201125,2.98,2.98,2.97,2.98,41599,0
AAU,20201125,0.059,0.063,0.058,0.058,73483,0
ABA,20201125,6.05,6.40,6.00,6.09,48620,0
