14D,20201106,0.185,0.195,0.175,0.195,244659,0
1AD,20201106,0.11,0.11,0.11,0.11,39307,0
1ADO,20201106,0.04,0.04,0.04,0.04,0,0
1AG,20201106,0.047,0.047,0.047,0.047,150000,0
1ST,20201106,0.036,0.037,0.035,0.036,1852888,0
218,20201106,0.00,0.00,0.00,0.00,0,0
2BE,20201106,0.065,0.065,0.065,0.065,100000,0
2BEO,20201106,0.016,0.016,0.016,0.016,0,0
360,20201106,3.80,3.82,3.59,3.67,197103,0
3DA,20201106,0.625,0.645,0.58,0.605,658957,0
3DP,20201106,0.34,0.36,0.335,0.36,1520367,0
3PL,20201106,1.245,1.245,1.23,1.23,58602,0
4CE,20201106,0.017,0.017,0.016,0.016,6223498,0
4DS,20201106,0.105,0.105,0.099,0.10,5664489,0
4DX,20201106,2.35,2.39,2.26,2.30,407825,0
5GN,20201106,1.69,1.735,1.655,1.68,517980,0
789,20201106,0.00,0.00,0.00,0.00,0,0
88E,20201106,0.006,0.006,0.006,0.006,6863948,0
899,20201106,0.00,0.00,0.00,0.00,0,0
8CO,20201106,0.135,0.145,0.135,0.14,833792,0
8EC,20201106,0.033,0.033,0.033,0.033,0,0
8EP,20201106,0.00,0.00,0.00,0.00,0,0
8IH,20201106,0.13,0.13,0.13,0.13,62010,0
8TM,20201106,0.00,0.00,0.00,0.00,0,0
8VI,20201106,1.15,1.16,1.15,1.16,2022,0
9SP,20201106,0.027,0.029,0.027,0.029,1108894,0
A01,20201106,0.00,0.00,0.00,0.00,0,0
A1G,20201106,0.16,0.16,0.16,0.16,0,0
A1M,20201106,0.47,0.47,0.46,0.46,25391,0
A200,20201106,103.52,104.00,103.35,103.72,35635,0
A2A,20201106,0.00,0.00,0.00,0.00,0,0
A2B,20201106,1.045,1.05,1.04,1.05,23243,0
A2BJOA,20201106,0.24,0.24,0.24,0.24,0,0
A2H,20201106,0.00,0.00,0.00,0.00,0,0
A2M,20201106,13.59,13.84,13.47,13.71,2816843,0
A2MJOC,20201106,4.10,4.10,3.93,4.10,0,0
A2MJOD,20201106,8.06,8.06,8.06,8.06,0,0
A2MJOJ,20201106,6.00,6.00,6.00,6.00,0,0
A2MJOM,20201106,3.32,3.32,3.32,3.32,0,0
A2MKCA,20201106,0.00,0.00,0.00,0.00,0,0
A2MKCB,20201106,0.00,0.00,0.00,0.00,0,0
A2MKCC,20201106,0.00,0.00,0.00,0.00,0,0
A2MKCD,20201106,0.00,0.00,0.00,0.00,0,0
A2MKCF,20201106,0.00,0.00,0.00,0.00,0,0
A2MKCP,20201106,0.00,0.00,0.00,0.00,0,0
A2MKCQ,20201106,0.00,0.00,0.00,0.00,0,0
A2MKOA,20201106,3.39,3.39,3.38,3.38,0,0
A2MKOC,20201106,6.53,6.53,6.47,6.47,0,0
A2MKOG,20201106,7.13,7.13,7.13,7.13,0,0
A2MKOH,20201106,11.07,11.07,11.07,11.07,0,0
A2MKOP,20201106,7.08,7.08,7.08,7.08,0,0
A2MKOQ,20201106,9.58,9.58,9.58,9.58,0,0
A2MKOS,20201106,11.28,11.28,11.28,11.28,0,0
A2MKOV,20201106,11.91,12.07,11.91,12.07,0,0
A3D,20201106,0.067,0.068,0.067,0.068,7858,0
A4N,20201106,0.305,0.315,0.305,0.315,27585,0
A88,20201106,0.00,0.00,0.00,0.00,0,0
AAA,20201106,50.08,50.08,50.07,50.07,73256,0
AAC,20201106,1.11,1.132,1.105,1.115,347753,0
AAJ,20201106,0.008,0.008,0.007,0.007,432056,0
AAP,20201106,0.014,0.014,0.014,0.014,0,0
AAR,20201106,0.16,0.17,0.16,0.17,163933,0
AASF,20201106,2.70,2.70,2.70,2.70,0,0
AAT,20201106,0.00,0.00,0.00,0.00,0,0
AAW,20201106,0.00,0.00,0.00,0.00,0,0
ABA,20201106,5.60,5.63,5.52,5.57,13872,0
ABB,20201106,1.90,1.96,1.895,1.92,388701,0
ABC,20201106,3.14,3.22,3.12,3.21,1536328,0
ABCKCA,20201106,0.00,0.00,0.00,0.00,0,0
ABCKCQ,20201106,0.00,0.00,0.00,0.00,0,0
ABCKCR,20201106,0.00,0.00,0.00,0.00,0,0
ABCKOA,20201106,1.38,1.38,1.38,1.38,0,0
ABCKOB,20201106,1.51,1.51,1.51,1.51,0,0
ABCKOQ,20201106,0.695,0.695,0.695,0.695,0,0
ABCKOR,20201106,2.88,2.88,2.88,2.88,0,0
ABL,20201106,0.001,0.001,0.001,0.001,0,0
ABP,20201106,3.07,3.105,3.04,3.09,1006197,0
ABR,20201106,0.89,0.935,0.88,0.88,544516,0
ABV,20201106,0.032,0.032,0.032,0.032,69000,0
ABW,20201106,0.19,0.19,0.19,0.19,0,0
ABX,20201106,0.105,0.105,0.105,0.105,127615,0
ABY,20201106,6.05,6.38,6.03,6.15,167658,0
AC1,20201106,0.00,0.00,0.00,0.00,0,0
AC8,20201106,0.14,0.14,0.135,0.14,279398,0
ACB,20201106,0.021,0.024,0.021,0.024,587176,0
ACDC,20201106,67.90,68.10,66.70,66.71,6821,0
ACF,20201106,0.355,0.355,0.355,0.355,53115,0
ACP,20201106,0.015,0.015,0.015,0.015,0,0
ACQ,20201106,1.46,1.47,1.455,1.46,113831,0
ACR,20201106,0.165,0.17,0.165,0.165,130216,0
ACS,20201106,0.01,0.01,0.01,0.01,0,0
ACT,20201106,0.00,0.00,0.00,0.00,0,0
ACU,20201106,0.135,0.135,0.13,0.13,63457,0
ACW,20201106,0.022,0.022,0.021,0.022,195933,0
ACWNA,20201106,0.00,0.00,0.00,0.00,0,0
AD1,20201106,0.05,0.053,0.05,0.053,393786,0
AD8,20201106,7.36,7.43,7.13,7.21,134170,0
